Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S20094300012,07/14/2014,4594,Quik Trip #554 / SW 63rd DM,901 SW 63rd ST,DES MOINES,50312,POINT (-93.703165 41.569715),77,Polk,1031200,VODKA FLAVORED,205,E AND J GALLO WINERY,40598,New Amsterdam Red Berry,24,375,3.50,5.25,12,63.00,4.50,1.19
S27254000124,08/11/2015,2524,Hy-Vee Food Store / Dubuque,3500 DODGE ST,DUBUQUE,52001,,31,Dubuque,1081030,COFFEE LIQUEURS,410,The Patron Spirits Company,67595,Patron Xo Cafe,6,750,14.50,21.75,1,21.75,0.75,0.20
S28475800074,10/14/2015,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,Johnson,1031080,VODKA 80 PROOF,55,Sazerac North America,37935,Skol Vodka Traveler,12,750,3.64,5.46,12,65.52,9.00,2.38
S28975000024,11/12/2015,4645,Kwik Shop #589 / Eldridge,"1, GROVE RD",ELDRIDGE,52748,POINT (-90.548679 41.694958),82,Scott,1031080,VODKA 80 PROOF,297,Laird And Company,35914,Five O'clock Vodka,24,375,1.93,2.90,12,34.80,4.50,1.19
S23201500001,12/27/2014,2233,Forbes Liquor Locker / remi,2508 ENTERPRISE AVE,SPIRIT LAKE,51360,POINT (-95.126786 43.416433),30,Dickinson,1081200,CREAM LIQUEURS,260,Diageo Americas,68039,Bailey's Original Irish Cream,4,"2,400",28.71,43.07,4,172.28,9.60,2.54
S16332400022,12/18/2013,4181,Puff N Snuff,1101 RHOMBERG AVE,DUBUQUE,52001,POINT (-90.660269 42.519502),31,Dubuque,1081200,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,12.50,18.75,1,18.75,0.75,0.20
S17031900016,01/27/2014,3976,North English Family Food,119 NORTH MAIN ST,NORTH ENGLISH,52316,POINT (-92.076452 41.515209),48,Iowa,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,5.42,8.38,4,33.52,3.00,0.79
S03441300018,01/05/2012,3719,Wal-Mart 0581 / Marshalltown,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,Marshall,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,"1,750",16.99,25.48,6,152.88,10.50,2.77
S14769900140,09/25/2013,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35887,Pinnacle Red Berry,12,750,7.87,11.81,2,23.62,1.50,0.40
S20631900084,08/13/2014,2961,Dahl's / Ep True / Wdm,5003 E P TRUE PARKWAY,WEST DES MOINES,50265,POINT (-93.772517 41.571897),77,Polk,1062050,BARBADOS RUM,389,REMY COINTREAU USA         .,42666,Mt. Gay Eclipse Rum,12,750,8.75,13.50,36,486.00,27.00,7.13
S23519300016,01/15/2015,4196,Fareway Stores #987 / Davenport,1635 WEST 53RD ST,DAVENPORT,52806,POINT (-90.598191 41.574438),82,Scott,1041100,AMERICAN DRY GINS,306,Mississippi River Distilling Co.,31990,River Rose Gin,6,750,16.17,24.26,2,48.52,1.50,0.40
S11876500004,04/25/2013,4322,Hometown Foods / Baxter,103 N MAIN ST,BAXTER,50028,POINT (-93.151465 41.826715),50,Jasper,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,"1,750",11.26,16.90,6,101.40,10.50,2.77
S03777100022,01/26/2012,2517,Hy-Vee Food Store #1 / Newton,1501 FIRST AVENUE EAST,NEWTON,50208,POINT (-93.034296 41.69916),50,Jasper,1081200,CREAM LIQUEURS,260,Diageo Americas,68037,Bailey's Original Irish Cream,12,"1,000",16.50,24.74,12,296.88,12.00,3.17
S10200300029,01/23/2013,2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,POINT (-93.831913 41.614713),77,Polk,1031080,VODKA 80 PROOF,55,Sazerac North America,37936,Skol Vodka,12,750,3.64,5.45,12,65.40,9.00,2.38
S04533200002,03/13/2012,4203,Liquor and Tobacco Outlet /,620 W BREMER AVE,WAVERLY,50677,POINT (-92.47898 42.725694),09,Bremer,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27582,Red Stag Spiced,12,750,10.49,15.74,12,188.88,9.00,2.38
S04642200022,03/20/2012,3738,Hartig Drug Company #4 / Dubuque,2225 CENTRAL AVE,DUBUQUE,52001,POINT (-90.671531 42.51384),31,Dubuque,1081200,CREAM LIQUEURS,300,Mccormick Distilling Company,65200,Tequila Rose Liqueur,12,750,10.05,15.07,4,60.28,3.00,0.79
S27815200062,09/09/2015,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1032080,IMPORTED VODKA,239,"Russian Standard Vodka, USA",35109,Russian Standard Original Vodka,12,750,10.00,15.00,2,30.00,1.50,0.40
S05688400023,05/23/2012,3573,Quik Shop Foods / Four M In,405 S MADISON,OTTUMWA,52501,POINT (-92.41041400000002 40.999034),90,Wapello,1081030,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67527,Kahlua Coffee Liqueur,12,"1,000",14.81,22.22,12,266.64,12.00,3.17
S15268200005,10/22/2013,3994,Great Spirits Wine & Liquor Co.,72 NORTH HWY 71,ARNOLDS PARK,51331,POINT (-95.127395 43.368989000000006),30,Dickinson,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,"1,750",9.45,14.67,12,176.04,21.00,5.55
S17953000039,03/18/2014,3054,Mcnally's Super Valu,1026 MAIN,GRINNELL,50112,,79,Poweshiek,1011200,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21597,Ten High,12,"1,000",4.94,7.41,3,22.23,3.00,0.79
S26810200042,07/16/2015,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,Polk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.00,2.38
S27288400005,08/12/2015,5105,Johncy's Liquor Store,"585, HIGHWAY 965",NORTH LIBERTY,52317,POINT (-91.60761 41.738129),52,Johnson,1011100,BLENDED WHISKIES,492,Western Spirits Beverage Co. LLC,27474,Bird Dog Blackberry Whiskey,6,750,10.00,15.00,6,90.00,4.50,1.19
S07303500022,08/27/2012,3981,Wal-Mart 1152 / Sioux Center,255 16TH ST SW,SIOUX CENTER,51250,POINT (-96.179835 43.060881),84,Sioux,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,"1,750",7.13,10.70,6,64.20,10.50,2.77
S08910800001,11/13/2012,3521,Ameristar Casino / Council Bluffs,2200 RIVER ROAD,COUNCIL BLUFFS,51501,POINT (-95.909384 41.242291),78,Pottawattamie,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43128,Bacardi Superior Rum,6,"1,750",14.67,22.00,6,132.00,10.50,2.77
S05382300046,05/07/2012,4681,Spirits & Such,100 E ELM ST,WEST UNION,52175,POINT (-91.807891 42.961269),33,Fayette,1012200,SCOTCH WHISKIES,55,Sazerac North America,8828,Lauder's,6,"1,750",10.68,16.26,2,32.52,3.50,0.92
S14182500010,08/28/2013,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,2912,Absolut Mini Bar,24,250,3.94,5.91,24,141.84,6.00,1.59
S21402700006,09/24/2014,4879,Sam's Mini Mart / Morningside Ave Si,4218 MORNINGSIDE AVE,SIOUX CITY,51106,POINT (-96.352851 42.47063),97,Woodbury,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.80,2.70,24,64.80,9.00,2.38
S05927800177,06/06/2012,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT (-91.668909 42.034799),57,Linn,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81204,Paramount Peppermint Schnapps,24,375,2.27,3.41,1,3.41,0.38,0.10
S27357000020,08/17/2015,3740,Hometown Foods / Waterloo,1010 E MITCHELL AVE,WATERLOO,50702,POINT (-92.343118 42.476639),07,Black Hawk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.00,2.38
S04810200012,03/29/2012,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,Johnson,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36907,Mccormick Vodka PET,12,"1,000",3.98,5.97,5,29.85,5.00,1.32
S20899500053,08/27/2014,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,POINT (-91.79777100000001 43.291023),96,Winneshiek,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69654,Dr. Mcgillicuddy's Mint Schnapps,24,375,5.33,8.00,4,32.00,1.50,0.40
S12731000005,06/12/2013,3790,Wal-Mart 0784 / Mt Pleasan,1045 N GRAND AVE,MT PLEASANT,52641,POINT (-91.539034 40.978416),44,Henry,1012100,CANADIAN WHISKIES,260,Diageo Americas,11298,Crown Royal Canadian Whisky,6,"1,750",31.50,47.24,6,283.44,10.50,2.77
S25286600013,04/27/2015,4869,Lindsanator's,415 S HWY 52,GUTTENBERG,52052,POINT (-91.100476 42.782533),22,Clayton,1012100,CANADIAN WHISKIES,260,Diageo Americas,10805,Crown Royal Regal Apple,24,375,7.75,11.63,1,11.63,0.38,0.10
S15907900021,11/23/2013,3592,Wal-Mart 0886 / Fort Dodge,3036 1ST AVE SOUTH,FORT DODGE,50501,POINT (-94.153456 42.505334),42,Hardin,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,36,180.36,27.00,7.13
S19643000065,06/19/2014,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23,Clinton,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65257,Jagermeister Liqueur,12,"1,000",15.54,23.31,36,839.16,36.00,9.51
S25855500067,05/27/2015,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,Johnson,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,14.49,21.74,2,43.48,1.50,0.40
S09473500043,12/13/2012,3899,Wal-Mart 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266,POINT (-93.795512 41.558107),77,Polk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.51,8.26,12,99.12,9.00,2.38
S20837900008,08/25/2014,3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,POINT (-91.390767 43.055133),22,Clayton,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82849,Dekuyper Peachtree Schnapps Pet,6,"1,750",11.54,17.31,1,17.31,1.75,0.46
S05936000079,06/06/2012,2565,Hy-Vee Food Store / Spencer,819 N GRAND AVE,SPENCER,51301,POINT (-95.14506 43.145897),21,Clay,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,"1,750",13.33,19.99,3,59.97,5.25,1.39
S21417000072,09/24/2014,4509,A J'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,POINT (-93.650838 42.021461),85,Story,1081200,CREAM LIQUEURS,305,MHW Ltd,73051,Rumchata Mini,12,500,8.87,13.31,2,26.62,1.00,0.26
S25904100099,05/28/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52319,Christian Bros Brandy-Round,12,"1,000",7.11,10.67,12,128.04,12.00,3.17
S11838300058,04/24/2013,3529,A To Z Liquor and Smoke Shop,114 S SECOND,CHEROKEE,51012,POINT (-95.55132 42.749013),18,Cherokee,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34008,Absolut Swedish Vodka 80 Prf,6,"1,750",19.00,28.99,1,28.99,1.75,0.46
S06897800019,08/01/2012,3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.649625 42.035157),57,Linn,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42687,Malibu Black,12,750,8.50,12.74,6,76.44,4.50,1.19
S20803900006,08/25/2014,3562,Wal-Mart 0797 / W Burlington,324 WEST AGENCY RD,WEST BURLINGTON,52655,POINT (-91.158407 40.813125),29,Des Moines,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,"1,750",11.55,17.33,6,103.98,10.50,2.77
S24456300006,03/10/2015,4810,Kum & Go #518 / Ankeny,3603 NE OTTERVIEW CIRCLE,ANKENY,50021,POINT (-93.572458 41.760989),77,Polk,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.00,2.38
S24134200007,02/19/2015,4546,Casey's General Store #2303 / Glidde,705 IDAHO ST,GLIDDEN,51443,POINT (-94.728981 42.063817),14,Carroll,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,4.54,6.81,24,163.44,9.00,2.38
S18710400013,05/01/2014,4840,Independence Ave Liquor & Food / Wat,1761 INDEPENDENCE AVE,WATERLOO,50707,POINT (-92.302514 42.498404),07,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53211,Paul Masson Vs Brandy Mini,10,600,7.12,10.68,2,21.36,1.20,0.32
S13030100108,06/26/2013,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT (-93.519187 41.598109),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43128,Bacardi Superior Rum,6,"1,750",14.67,22.00,6,132.00,10.50,2.77
S11326600105,03/27/2013,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1032080,IMPORTED VODKA,255,Wilson Daniels Ltd.,34122,Crystal Head Vodka,6,750,26.00,39.00,1,39.00,0.75,0.20
S23784400019,02/02/2015,2507,Hy-Vee Food Store #1 / Burlington,939 ANGULAR,BURLINGTON,52601,POINT (-91.110752 40.801889),29,Des Moines,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22787,Beam's 8 Star Bl Whiskey,12,"1,000",4.46,6.69,6,40.14,6.00,1.59
S04263900013,02/27/2012,2152,Dugans Supermarket,202 4TH NORTH,ROCKWELL,50469,POINT (-93.188172 42.986351000000006),17,Cerro Gordo,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,54646,Arrow Blackberry Flav Brandy,12,750,5.00,7.50,3,22.50,2.25,0.59
S13113700027,07/02/2013,4266,Wal-Mart 1683 / Shenandoah,705 S FREMONT,SHENANDOAH,51601,POINT (-95.385114 40.760282),73,Page,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52598,E & J Vs,6,"1,750",11.21,16.82,6,100.92,10.50,2.77
S06610900165,07/17/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,6,60.78,4.50,1.19
S25486000003,05/07/2015,2668,Hy-Vee Food Store / Leon,1004 W 1st ST,LEON,50144,POINT (-93.757827 40.739645),27,Decatur,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69656,Dr. Mcgillicuddy's Mentholmint,12,750,8.67,13.01,12,156.12,9.00,2.38
S23019400021,12/17/2014,4652,Brady Mart Food & Liquor,"3107, BRADY ST",DAVENPORT,52803,POINT (-90.569719 41.55216),82,Scott,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49189,Remy Martin Vsop Cognac,24,200,5.42,8.13,24,195.12,4.80,1.27
S12388100017,05/23/2013,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT (-91.697941 41.97447),57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,12,94.08,9.00,2.38
S12834600002,06/15/2013,4492,Casey's General Store #2773 / Cedar,3625 EDGEWOOD RD SW,CEDAR RAPIDS,52404,POINT (-91.715911 41.94236600000001),57,Linn,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,7.53,11.30,12,135.60,9.00,2.38
S18210400006,04/02/2014,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19226,Knob Creek,6,750,20.47,30.71,12,368.52,9.00,2.38
S21423300015,09/25/2014,3713,Wal-Mart 0810 / Mason City,4151  4TH ST SW,MASON CITY,50401,POINT (-93.261648 43.148239),17,Cerro Gordo,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43128,Bacardi Superior Rum,6,"1,750",15.00,22.50,6,135.00,10.50,2.77
S07798700016,09/18/2012,3648,Fairbank Food Center,102  4TH ST NORTH BOX 434,FAIRBANK,50629,POINT (-92.047352 42.639631),10,Buchanan,1032200,IMPORTED VODKA - MISC,395,Proximo,34959,Three Olives Raspberry Vodka,12,750,11.16,16.74,2,33.48,1.50,0.40
S17448700045,02/18/2014,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9.00,2.38
S06262200044,06/26/2012,3994,Great Spirits Wine & Liquor Co.,72 NORTH HWY 71,ARNOLDS PARK,51331,POINT (-95.127395 43.368989000000006),30,Dickinson,1062310,SPICED RUM,260,Diageo Americas,43335,Captain Morgan Spiced Rum Pet,6,"1,750",17.50,26.24,6,157.44,10.50,2.77
S10993100003,03/07/2013,4092,Fareway Stores #077 / Norwalk,1711 SUNSET DR,NORWALK,50211,POINT (-93.675528 41.483259),91,Warren,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,"1,750",17.50,26.24,12,314.88,21.00,5.55
S16648500074,01/06/2014,3563,Wal-Mart 0559 / Muscatine,3003 NORTH HWY 61,MUSCATINE,52761,POINT (-91.025913 41.45529),70,Muscatine,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,"1,000",11.00,16.50,12,198.00,12.00,3.17
S21351900066,09/22/2014,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,"1,750",7.43,11.15,6,66.90,10.50,2.77
S11417800035,04/02/2013,2205,Ding's Honk And Holler,900 E WASHINGTON,CLARINDA,51632,POINT (-95.027238 40.739231),73,Page,1081380,MISCELLANEOUS SCHNAPPS,65,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,"1,000",7.62,11.43,2,22.86,2.00,0.53
S20768100067,08/20/2014,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,Johnson,1031200,VODKA FLAVORED,260,Diageo Americas,41746,Smirnoff Citrus Vodka,12,750,8.25,12.38,3,37.14,2.25,0.59
S03826900001,01/31/2012,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,POINT (-91.403752 40.41538),56,Lee,1062310,SPICED RUM,259,Heaven Hill Brands,43022,Admiral Nelson Spiced Rum Mini,12,500,3.78,5.66,12,67.92,6.00,1.59
S22832200094,12/09/2014,2353,Cresco Liquor Store,708 2ND AVE SE,CRESCO,52136,POINT (-92.106529 43.371131),45,Howard,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34368,Fris Danish Vodka,6,"1,750",9.99,14.99,2,29.98,3.50,0.92
S09269800019,12/03/2012,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,POINT (-92.403843 42.505197),07,Black Hawk,1081400,TRIPLE SEC,434,Luxco-St Louis,86507,Paramount Triple Sec,12,"1,000",3.75,5.62,12,67.44,12.00,3.17
S13695900034,08/01/2013,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,POINT (-92.435236 42.512789),07,Black Hawk,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,"1,750",9.13,13.70,6,82.20,10.50,2.77
S25745400010,05/19/2015,4445,Kum & Go #196 / WEBSTER CITY,1102 2ND ST,WEBSTER CITY,50595,POINT (-93.831461 42.469524),40,Hamilton,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19061,Jim Beam Mini,12,500,6.83,10.25,4,41.00,2.00,0.53
S26981500240,07/27/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1031200,VODKA FLAVORED,259,Heaven Hill Brands,41326,Burnett's Citrus,12,750,4.84,7.26,4,29.04,3.00,0.79
S19685900042,06/23/2014,3352,Cork 'n' Bottle,900 EAST MAIN ST.,MANCHESTER,52057,POINT (-91.445038 42.484073),28,Delaware,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5.00,7.50,3,22.50,1.12,0.30
S20605000018,08/12/2014,4678,Fareway Stores #124 / Adel,804 NILE KINNICK DR,ADEL,50003,POINT (-94.01679600000001 41.61025),25,Dallas,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,3.50,5.25,4,21.00,1.50,0.40
S06155800034,06/20/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1701100,DECANTERS & SPECIALTY PACKAGES,395,Proximo,3496,1800 Reposado 750ml & 1800 Pomegranate Mixer,6,750,14.49,21.74,6,130.44,4.50,1.19
S26275500079,06/18/2015,3670,Wal-Mart 2827 / Coralville,2801 COMMERCE DR,CORALVILLE,52241,POINT (-91.610774 41.695806),52,Johnson,1031080,VODKA 80 PROOF,260,Diageo Americas,37997,Smirnoff Vodka 80 Prf,12,"1,000",9.25,13.88,12,166.56,12.00,3.17
S11296400016,03/26/2013,3907,Smokin' Joe's #16 Tobacco and Liquor,1504 PARK AVE,MUSCATINE,52761,POINT (-91.030569 41.442458),70,Muscatine,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,"1,750",27.69,41.54,2,83.08,3.50,0.92
S05417700118,05/08/2012,3920,Smokin' Joe's #11 Tobacco and Liquor,1606 CAMANCHE AVE,CLINTON,52732,POINT (-90.204748 41.827845),23,Clinton,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75208,Kinky Liqueur Mini,6,500,4.67,7.00,2,14.00,1.00,0.26
S22387800004,11/17/2014,4943,Eldon Kwik Shop,"205, 4th ST",ELDON,52554,POINT (-92.222591 40.917809),90,Wapello,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,12,62.28,9.00,2.38
S11303400061,03/26/2013,3700,Avoca Liquor,158 SOUTH ELM,AVOCA,51521,POINT (-95.339412 41.476306),78,Pottawattamie,1081200,CREAM LIQUEURS,300,Mccormick Distilling Company,65199,Tequila Rose Liqueur,12,"1,000",12.00,17.99,1,17.99,1.00,0.26
S10285600036,01/29/2013,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,POINT (-90.666497 42.49721900000001),31,Dubuque,1031080,VODKA 80 PROOF,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,3.37,5.06,12,60.72,9.00,2.38
S14558800012,09/16/2013,4794,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,POINT (-91.141203 40.80943700000001),29,Des Moines,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45246,Paramount Gold Rum,12,750,3.85,5.77,12,69.24,9.00,2.38
S16455100004,12/21/2013,2964,Dahl's / Ankeny,1802 N ANKENY BLVD,ANKENY,50023,POINT (-93.600365 41.747345),77,Polk,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37338,UV Vodka PET,6,"1,750",10.99,16.49,6,98.94,10.50,2.77
S08798200012,11/06/2012,4114,After 5 Somewhere,704 W 7TH ST PO BOX 372,ATLANTIC,50022,POINT (-95.023116 41.40406200000001),15,Cass,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11588,Black Velvet Reserve,6,"1,750",12.99,19.48,6,116.88,10.50,2.77
S27130600005,08/04/2015,4769,Elma Locker and Grocery,100 GRANT ST,ELMA,50628,POINT (-92.435443 43.244311),45,Howard,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,"1,750",9.14,13.71,6,82.26,10.50,2.77
S14561500044,09/16/2013,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,POINT (-95.8792 41.238092),78,Pottawattamie,1081200,CREAM LIQUEURS,260,Diageo Americas,68037,Bailey's Original Irish Cream,12,"1,000",17.25,25.88,24,621.12,24.00,6.34
S03991100155,02/08/2012,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32237,Seagrams Extra Dry Gin,12,"1,000",7.40,11.10,4,44.40,4.00,1.06
S09545000083,12/18/2012,2413,Beecher Beverage,1691 ASBURY ROAD,DUBUQUE,52001,POINT (-90.696886 42.500775000000004),31,Dubuque,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52319,Christian Bros Brandy-Round,12,"1,000",6.94,10.41,12,124.92,12.00,3.17
S03536500003,01/12/2012,2841,CVS Pharmacy #8532 / Cedar Rapids,2711 MT VERNON RD,CEDAR RAPIDS,52403,POINT (-91.62746800000001 41.976883),57,Linn,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,7.53,11.30,12,135.60,9.00,2.38
